,model_type,r2,mse,impute
7570,TAX - 0.1,0.7754,19.0032,mean
7571,TAX - 0.1,0.776,18.9587,mean
7572,TAX - 0.1,0.7758,18.9691,mean
7573,TAX - 0.1,0.7742,19.1088,mean
7574,TAX - 0.1,0.7746,19.0778,mean
7575,TAX - 0.1,0.7773,18.8459,mean
7576,TAX - 0.1,0.775,19.0444,mean
7577,TAX - 0.1,0.7755,18.9956,mean
7578,TAX - 0.1,0.7745,19.0832,mean
7579,TAX - 0.1,0.7737,19.1476,mean
7580,TAX - 0.1,0.776,18.9565,mean
7581,TAX - 0.1,0.7734,19.1799,mean
7582,TAX - 0.1,0.7741,19.121,mean
7583,TAX - 0.1,0.7761,18.9505,mean
7584,TAX - 0.1,0.7747,19.0635,mean
7585,TAX - 0.1,0.7762,18.9375,mean
7586,TAX - 0.1,0.7759,18.9642,mean
7587,TAX - 0.1,0.7762,18.9413,mean
7588,TAX - 0.1,0.7745,19.0835,mean
7589,TAX - 0.1,0.7757,18.9853,mean
7590,TAX - 0.1,0.7758,18.9739,mean
7591,TAX - 0.1,0.7751,19.0318,mean
7592,TAX - 0.1,0.7755,18.9977,mean
7593,TAX - 0.1,0.7736,19.1596,mean
7594,TAX - 0.1,0.7756,18.9937,mean
7595,TAX - 0.1,0.775,19.0443,mean
7596,TAX - 0.1,0.7725,19.2526,mean
7597,TAX - 0.1,0.7748,19.0538,mean
7598,TAX - 0.1,0.7752,19.0233,mean
7599,TAX - 0.1,0.7758,18.9706,mean
7600,TAX - 0.1,0.7767,18.9003,mean
7601,TAX - 0.1,0.7755,19.0024,mean
7602,TAX - 0.1,0.7754,19.0094,mean
7603,TAX - 0.1,0.776,18.9555,mean
7604,TAX - 0.1,0.7756,18.9937,mean
7605,TAX - 0.1,0.7742,19.1087,mean
7606,TAX - 0.1,0.7755,18.9983,mean
7607,TAX - 0.1,0.7752,19.0225,mean
7608,TAX - 0.1,0.7746,19.0737,mean
7609,TAX - 0.1,0.7757,18.982,mean
7610,TAX - 0.1,0.7763,18.9331,mean
7611,TAX - 0.1,0.7741,19.1138,mean
7612,TAX - 0.1,0.774,19.1255,mean
7613,TAX - 0.1,0.7759,18.9641,mean
7614,TAX - 0.1,0.7755,18.9948,mean
7615,TAX - 0.1,0.7763,18.927,mean
7616,TAX - 0.1,0.7733,19.1867,mean
7617,TAX - 0.1,0.7734,19.1762,mean
7618,TAX - 0.1,0.775,19.0369,mean
7619,TAX - 0.1,0.7758,18.9723,mean
7620,TAX - 0.1,0.7767,18.8932,mean
7621,TAX - 0.1,0.7751,19.0362,mean
7622,TAX - 0.1,0.7769,18.8833,mean
7623,TAX - 0.1,0.7761,18.9466,mean
7624,TAX - 0.1,0.7752,19.0207,mean
7625,TAX - 0.1,0.7708,19.4002,mean
7626,TAX - 0.1,0.7757,18.9814,mean
7627,TAX - 0.1,0.7753,19.0162,mean
7628,TAX - 0.1,0.7751,19.0363,mean
7629,TAX - 0.1,0.7761,18.9512,mean
7630,TAX - 0.1,0.7768,18.8887,mean
7631,TAX - 0.1,0.7758,18.9763,mean
7632,TAX - 0.1,0.7691,19.5423,mean
7633,TAX - 0.1,0.7737,19.1473,mean
7634,TAX - 0.1,0.7751,19.0338,mean
7635,TAX - 0.1,0.7774,18.8383,mean
7636,TAX - 0.1,0.7746,19.074,mean
7637,TAX - 0.1,0.7756,18.9868,mean
7638,TAX - 0.1,0.7725,19.2489,mean
7639,TAX - 0.1,0.7744,19.0889,mean
7640,TAX - 0.1,0.7752,19.024,mean
7641,TAX - 0.1,0.7758,18.9711,mean
7642,TAX - 0.1,0.7763,18.9293,mean
7643,TAX - 0.1,0.776,18.9583,mean
7644,TAX - 0.1,0.7762,18.9432,mean
7645,TAX - 0.1,0.7759,18.9653,mean
7646,TAX - 0.1,0.7761,18.9506,mean
7647,TAX - 0.1,0.7762,18.9377,mean
7648,TAX - 0.1,0.7752,19.0222,mean
7649,TAX - 0.1,0.7752,19.0204,mean
7650,TAX - 0.1,0.7749,19.0483,mean
7651,TAX - 0.1,0.7763,18.9275,mean
7652,TAX - 0.1,0.7758,18.9704,mean
7653,TAX - 0.1,0.7763,18.9328,mean
7654,TAX - 0.1,0.7761,18.9485,mean
7655,TAX - 0.1,0.776,18.9564,mean
7656,TAX - 0.1,0.7771,18.8669,mean
7657,TAX - 0.1,0.7751,19.0362,mean
7658,TAX - 0.1,0.7762,18.935,mean
7659,TAX - 0.1,0.7752,19.0252,mean
7660,TAX - 0.1,0.7757,18.9821,mean
7661,TAX - 0.1,0.7766,18.9049,mean
7662,TAX - 0.1,0.7757,18.979,mean
7663,TAX - 0.1,0.7734,19.1758,mean
7664,TAX - 0.1,0.7766,18.9075,mean
7665,TAX - 0.1,0.7768,18.888,mean
7666,TAX - 0.1,0.7757,18.9806,mean
7667,TAX - 0.1,0.7763,18.9347,mean
7668,TAX - 0.1,0.7763,18.9301,mean
7669,TAX - 0.1,0.7748,19.0537,mean
7670,TAX - 0.1,0.7756,18.9888,mean
7671,TAX - 0.1,0.7769,18.8826,mean
7672,TAX - 0.1,0.7767,18.8942,mean
7673,TAX - 0.1,0.7735,19.1644,mean
7674,TAX - 0.1,0.7756,18.9921,mean
7675,TAX - 0.1,0.7747,19.0665,mean
7676,TAX - 0.1,0.7773,18.8445,mean
7677,TAX - 0.1,0.7746,19.0753,mean
7678,TAX - 0.1,0.776,18.9591,mean
7679,TAX - 0.1,0.7764,18.9243,mean
7680,TAX - 0.1,0.7759,18.9665,mean
7681,TAX - 0.1,0.7755,18.9976,mean
7682,TAX - 0.1,0.7757,18.9789,mean
7683,TAX - 0.1,0.7742,19.1088,mean
7684,TAX - 0.1,0.7755,18.9952,mean
7685,TAX - 0.1,0.7763,18.9342,mean
7686,TAX - 0.1,0.777,18.8717,mean
7687,TAX - 0.1,0.7757,18.9794,mean
7688,TAX - 0.1,0.775,19.0396,mean
7689,TAX - 0.1,0.7766,18.9017,mean
7690,TAX - 0.1,0.7762,18.9388,mean
7691,TAX - 0.1,0.776,18.9522,mean
7692,TAX - 0.1,0.7748,19.0604,mean
7693,TAX - 0.1,0.7756,18.9859,mean
7694,TAX - 0.1,0.7761,18.9458,mean
7695,TAX - 0.1,0.7767,18.8989,mean
7696,TAX - 0.1,0.7755,19.0007,mean
7697,TAX - 0.1,0.7759,18.9656,mean
7698,TAX - 0.1,0.7763,18.9296,mean
7699,TAX - 0.1,0.7747,19.0639,mean
7700,TAX - 0.1,0.7776,18.8176,mean
7701,TAX - 0.1,0.775,19.0374,mean
7702,TAX - 0.1,0.775,19.0414,mean
7703,TAX - 0.1,0.7748,19.0606,mean
7704,TAX - 0.1,0.7765,18.9164,mean
7705,TAX - 0.1,0.7758,18.9747,mean
7706,TAX - 0.1,0.7759,18.9619,mean
7707,TAX - 0.1,0.7763,18.928,mean
7708,TAX - 0.1,0.7753,19.0168,mean
7709,TAX - 0.1,0.7759,18.9657,mean
7710,TAX - 0.1,0.7753,19.0192,mean
7711,TAX - 0.1,0.7762,18.9365,mean
7712,TAX - 0.1,0.7759,18.9618,mean
7713,TAX - 0.1,0.7726,19.2451,mean
7714,TAX - 0.1,0.7756,18.9899,mean
7715,TAX - 0.1,0.7757,18.9826,mean
7716,TAX - 0.1,0.7752,19.0251,mean
7717,TAX - 0.1,0.7757,18.9813,mean
7718,TAX - 0.1,0.7749,19.0449,mean
7719,TAX - 0.1,0.7757,18.981,mean
7720,TAX - 0.1,0.7765,18.9098,mean
7721,TAX - 0.1,0.7741,19.1209,mean
7722,TAX - 0.1,0.7736,19.1557,mean
7723,TAX - 0.1,0.7763,18.9297,mean
7724,TAX - 0.1,0.7751,19.0341,mean
7725,TAX - 0.1,0.7759,18.9605,mean
7726,TAX - 0.1,0.7754,19.0062,mean
7727,TAX - 0.1,0.7757,18.984,mean
7728,TAX - 0.1,0.7764,18.9215,mean
7729,TAX - 0.1,0.7761,18.9502,mean
7730,TAX - 0.1,0.7764,18.921,mean
7731,TAX - 0.1,0.7763,18.9281,mean
7732,TAX - 0.1,0.7753,19.0174,mean
7733,TAX - 0.1,0.7747,19.0641,mean
7734,TAX - 0.1,0.7755,18.997,mean
7735,TAX - 0.1,0.776,18.9584,mean
7736,TAX - 0.1,0.7745,19.08,mean
7737,TAX - 0.1,0.7761,18.946,mean
7738,TAX - 0.1,0.7766,18.9069,mean
7739,TAX - 0.1,0.7753,19.0142,mean
7740,TAX - 0.1,0.7759,18.9686,mean
7741,TAX - 0.1,0.7756,18.9864,mean
7742,TAX - 0.1,0.7763,18.931,mean
7743,TAX - 0.1,0.7753,19.0162,mean
7744,TAX - 0.1,0.7753,19.0124,mean
7745,TAX - 0.1,0.7748,19.059,mean
7746,TAX - 0.1,0.776,18.9576,mean
7747,TAX - 0.1,0.7753,19.0186,mean
7748,TAX - 0.1,0.7759,18.9642,mean
7749,TAX - 0.1,0.7767,18.8977,mean
7750,TAX - 0.1,0.7759,18.9684,mean
7751,TAX - 0.1,0.7752,19.0216,mean
7752,TAX - 0.1,0.7764,18.922,mean
7753,TAX - 0.1,0.7767,18.8975,mean
7754,TAX - 0.1,0.7725,19.2548,mean
7755,TAX - 0.1,0.7764,18.9217,mean
7756,TAX - 0.1,0.776,18.9526,mean
7757,TAX - 0.1,0.7763,18.9333,mean
7758,TAX - 0.1,0.776,18.9594,mean
7759,TAX - 0.1,0.7742,19.1045,mean
7760,TAX - 0.1,0.7763,18.9338,mean
7761,TAX - 0.1,0.7749,19.0464,mean
7762,TAX - 0.1,0.7774,18.8336,mean
7763,TAX - 0.1,0.7759,18.9609,mean
7764,TAX - 0.1,0.7756,18.9866,mean
7765,TAX - 0.1,0.7756,18.9905,mean
7766,TAX - 0.1,0.775,19.0385,mean
7767,TAX - 0.1,0.7753,19.0169,mean
7768,TAX - 0.1,0.777,18.8729,mean
7769,TAX - 0.1,0.7754,19.0038,mean
7770,TAX - 0.1,0.7764,18.9217,mean
7771,TAX - 0.1,0.776,18.9541,mean
7772,TAX - 0.1,0.7767,18.8995,mean
7773,TAX - 0.1,0.7749,19.0497,mean
7774,TAX - 0.1,0.7759,18.9629,mean
7775,TAX - 0.1,0.7756,18.9865,mean
7776,TAX - 0.1,0.7756,18.9924,mean
7777,TAX - 0.1,0.7751,19.0364,mean
7778,TAX - 0.1,0.774,19.1288,mean
7779,TAX - 0.1,0.7777,18.8092,mean
7780,TAX - 0.1,0.7771,18.8589,mean
7781,TAX - 0.1,0.7764,18.924,mean
7782,TAX - 0.1,0.7761,18.9472,mean
7783,TAX - 0.1,0.7759,18.9687,mean
7784,TAX - 0.1,0.7758,18.9727,mean
7785,TAX - 0.1,0.7738,19.1404,mean
7786,TAX - 0.1,0.7763,18.9316,mean
7787,TAX - 0.1,0.7754,19.0097,mean
7788,TAX - 0.1,0.7742,19.1119,mean
7789,TAX - 0.1,0.775,19.0377,mean
7790,TAX - 0.1,0.7753,19.018,mean
7791,TAX - 0.1,0.7755,18.9979,mean
7792,TAX - 0.1,0.7738,19.1458,mean
7793,TAX - 0.1,0.7739,19.1343,mean
7794,TAX - 0.1,0.7749,19.0478,mean
7795,TAX - 0.1,0.775,19.042,mean
7796,TAX - 0.1,0.7763,18.9297,mean
7797,TAX - 0.1,0.7758,18.9716,mean
7798,TAX - 0.1,0.7765,18.9153,mean
7799,TAX - 0.1,0.7761,18.9441,mean
7800,TAX - 0.1,0.775,19.0404,mean
7801,TAX - 0.1,0.7749,19.0481,mean
7802,TAX - 0.1,0.7751,19.0347,mean
7803,TAX - 0.1,0.7736,19.1551,mean
7804,TAX - 0.1,0.7756,18.993,mean
7805,TAX - 0.1,0.776,18.9556,mean
7806,TAX - 0.1,0.7735,19.1686,mean
7807,TAX - 0.1,0.7779,18.7935,mean
7808,TAX - 0.1,0.7733,19.1855,mean
7809,TAX - 0.1,0.7748,19.0549,mean
7810,TAX - 0.1,0.7764,18.921,mean
7811,TAX - 0.1,0.7756,18.9873,mean
7812,TAX - 0.1,0.7759,18.9663,mean
7813,TAX - 0.1,0.7736,19.1552,mean
7814,TAX - 0.1,0.7759,18.9653,mean
7815,TAX - 0.1,0.7767,18.9001,mean
7816,TAX - 0.1,0.7768,18.887,mean
7817,TAX - 0.1,0.775,19.0377,mean
7818,TAX - 0.1,0.7736,19.1629,mean
7819,TAX - 0.1,0.7759,18.962,mean
7820,TAX - 0.1,0.7768,18.8882,mean
7821,TAX - 0.1,0.7759,18.9628,mean
7822,TAX - 0.1,0.7752,19.0255,mean
7823,TAX - 0.1,0.7759,18.9666,mean
7824,TAX - 0.1,0.7758,18.9731,mean
7825,TAX - 0.1,0.7757,18.9804,mean
7826,TAX - 0.1,0.7757,18.9831,mean
7827,TAX - 0.1,0.7761,18.9463,mean
7828,TAX - 0.1,0.7744,19.0942,mean
7829,TAX - 0.1,0.7756,18.9895,mean
7830,TAX - 0.1,0.7751,19.0289,mean
7831,TAX - 0.1,0.776,18.9584,mean
7832,TAX - 0.1,0.7758,18.9745,mean
7833,TAX - 0.1,0.7769,18.8817,mean
7834,TAX - 0.1,0.7763,18.9303,mean
7835,TAX - 0.1,0.7753,19.0148,mean
7836,TAX - 0.1,0.7766,18.9025,mean
7837,TAX - 0.1,0.775,19.0397,mean
7838,TAX - 0.1,0.7759,18.9615,mean
7839,TAX - 0.1,0.7751,19.0299,mean
7840,TAX - 0.1,0.7768,18.8909,mean
7841,TAX - 0.1,0.777,18.8738,mean
7842,TAX - 0.1,0.7761,18.946,mean
7843,TAX - 0.1,0.7741,19.1144,mean
7844,TAX - 0.1,0.7743,19.1018,mean
7845,TAX - 0.1,0.7758,18.976,mean
7846,TAX - 0.1,0.7752,19.0227,mean
7847,TAX - 0.1,0.7736,19.1621,mean
7848,TAX - 0.1,0.7762,18.936,mean
7849,TAX - 0.1,0.7762,18.9403,mean
7850,TAX - 0.1,0.7749,19.0509,mean
7851,TAX - 0.1,0.7757,18.9775,mean
7852,TAX - 0.1,0.7763,18.9307,mean
7853,TAX - 0.1,0.7755,19.0013,mean
7854,TAX - 0.1,0.7772,18.8529,mean
7855,TAX - 0.1,0.773,19.2078,mean
7856,TAX - 0.1,0.7762,18.9379,mean
7857,TAX - 0.1,0.7763,18.9328,mean
7858,TAX - 0.1,0.7745,19.0836,mean
7859,TAX - 0.1,0.7757,18.9788,mean
7860,TAX - 0.1,0.7778,18.8059,mean
7861,TAX - 0.1,0.7754,19.0039,mean
7862,TAX - 0.1,0.7758,18.9708,mean
7863,TAX - 0.1,0.7768,18.8922,mean
7864,TAX - 0.1,0.7731,19.1985,mean
7865,TAX - 0.1,0.7764,18.921,mean
7866,TAX - 0.1,0.7756,18.9881,mean
7867,TAX - 0.1,0.7763,18.9327,mean
7868,TAX - 0.1,0.7752,19.0226,mean
7869,TAX - 0.1,0.7771,18.86,mean
7870,TAX - 0.1,0.7764,18.9194,mean
7871,TAX - 0.1,0.7754,19.01,mean
7872,TAX - 0.1,0.7762,18.9363,mean
7873,TAX - 0.1,0.7749,19.0518,mean
7874,TAX - 0.1,0.7764,18.9188,mean
7875,TAX - 0.1,0.7771,18.8629,mean
7876,TAX - 0.1,0.7763,18.928,mean
7877,TAX - 0.1,0.7766,18.9044,mean
7878,TAX - 0.1,0.7755,18.9983,mean
7879,TAX - 0.1,0.776,18.9587,mean
7880,TAX - 0.1,0.7756,18.993,mean
7881,TAX - 0.1,0.7756,18.9885,mean
7882,TAX - 0.1,0.7764,18.9233,mean
7883,TAX - 0.1,0.7761,18.9485,mean
7884,TAX - 0.1,0.7751,19.0324,mean
7885,TAX - 0.1,0.7764,18.9226,mean
7886,TAX - 0.1,0.7763,18.9295,mean
7887,TAX - 0.1,0.7768,18.8886,mean
7888,TAX - 0.1,0.7759,18.9616,mean
7889,TAX - 0.1,0.7747,19.0661,mean
7890,TAX - 0.1,0.7742,19.1117,mean
7891,TAX - 0.1,0.7753,19.0121,mean
7892,TAX - 0.1,0.7769,18.8758,mean
7893,TAX - 0.1,0.7757,18.9795,mean
7894,TAX - 0.1,0.7757,18.9773,mean
7895,TAX - 0.1,0.7758,18.9767,mean
7896,TAX - 0.1,0.7756,18.9899,mean
7897,TAX - 0.1,0.7762,18.9429,mean
7898,TAX - 0.1,0.7748,19.0599,mean
7899,TAX - 0.1,0.7746,19.0772,mean
7900,TAX - 0.1,0.776,18.9518,mean
7901,TAX - 0.1,0.7757,18.9831,mean
7902,TAX - 0.1,0.7761,18.9435,mean
7903,TAX - 0.1,0.7754,19.0037,mean
7904,TAX - 0.1,0.7757,18.9808,mean
7905,TAX - 0.1,0.7751,19.0319,mean
7906,TAX - 0.1,0.7768,18.8891,mean
7907,TAX - 0.1,0.7755,18.9964,mean
7908,TAX - 0.1,0.7759,18.9678,mean
7909,TAX - 0.1,0.7767,18.8936,mean
7910,TAX - 0.1,0.7756,18.9938,mean
7911,TAX - 0.1,0.7752,19.0268,mean
7912,TAX - 0.1,0.7764,18.9247,mean
7913,TAX - 0.1,0.7753,19.0141,mean
7914,TAX - 0.1,0.7769,18.8762,mean
7915,TAX - 0.1,0.7761,18.9462,mean
7916,TAX - 0.1,0.7759,18.9682,mean
7917,TAX - 0.1,0.7754,19.004,mean
7918,TAX - 0.1,0.7749,19.0519,mean
7919,TAX - 0.1,0.776,18.9525,mean
7920,TAX - 0.1,0.7769,18.8833,mean
7921,TAX - 0.1,0.7748,19.0547,mean
7922,TAX - 0.1,0.7758,18.9724,mean
7923,TAX - 0.1,0.776,18.9552,mean
7924,TAX - 0.1,0.7761,18.9435,mean
7925,TAX - 0.1,0.7768,18.8887,mean
7926,TAX - 0.1,0.7769,18.8828,mean
7927,TAX - 0.1,0.7766,18.9064,mean
7928,TAX - 0.1,0.7757,18.9784,mean
7929,TAX - 0.1,0.7758,18.9699,mean
7930,TAX - 0.1,0.7769,18.8759,mean
7931,TAX - 0.1,0.776,18.9575,mean
7932,TAX - 0.1,0.775,19.0392,mean
7933,TAX - 0.1,0.7746,19.0717,mean
7934,TAX - 0.1,0.7764,18.9208,mean
7935,TAX - 0.1,0.7769,18.8778,mean
7936,TAX - 0.1,0.7741,19.1156,mean
7937,TAX - 0.1,0.7772,18.8574,mean
7938,TAX - 0.1,0.775,19.0406,mean
7939,TAX - 0.1,0.7763,18.9346,mean
7940,TAX - 0.1,0.7753,19.0138,mean
7941,TAX - 0.1,0.7751,19.0324,mean
7942,TAX - 0.1,0.7761,18.9479,mean
7943,TAX - 0.1,0.7752,19.0248,mean
7944,TAX - 0.1,0.7726,19.2448,mean
7945,TAX - 0.1,0.7758,18.9697,mean
7946,TAX - 0.1,0.7753,19.0123,mean
7947,TAX - 0.1,0.7753,19.0142,mean
7948,TAX - 0.1,0.7753,19.0121,mean
7949,TAX - 0.1,0.7759,18.9613,mean
7950,TAX - 0.1,0.7759,18.9665,mean
7951,TAX - 0.1,0.7744,19.0942,mean
7952,TAX - 0.1,0.7755,18.9948,mean
7953,TAX - 0.1,0.7765,18.9109,mean
7954,TAX - 0.1,0.7752,19.0224,mean
7955,TAX - 0.1,0.7757,18.9795,mean
7956,TAX - 0.1,0.7737,19.154,mean
7957,TAX - 0.1,0.7759,18.9637,mean
7958,TAX - 0.1,0.7764,18.9243,mean
7959,TAX - 0.1,0.7752,19.0274,mean
7960,TAX - 0.1,0.7763,18.9301,mean
7961,TAX - 0.1,0.7754,19.0049,mean
7962,TAX - 0.1,0.7755,18.9949,mean
7963,TAX - 0.1,0.7764,18.9225,mean
7964,TAX - 0.1,0.7754,19.0067,mean
7965,TAX - 0.1,0.7751,19.0359,mean
7966,TAX - 0.1,0.7744,19.0932,mean
7967,TAX - 0.1,0.7765,18.9166,mean
7968,TAX - 0.1,0.773,19.212,mean
7969,TAX - 0.1,0.7755,18.996,mean
7970,TAX - 0.1,0.7721,19.286,mean
7971,TAX - 0.1,0.7751,19.0308,mean
7972,TAX - 0.1,0.7743,19.1039,mean
7973,TAX - 0.1,0.7765,18.9135,mean
7974,TAX - 0.1,0.7754,19.0063,mean
7975,TAX - 0.1,0.7755,18.9982,mean
7976,TAX - 0.1,0.7768,18.89,mean
7977,TAX - 0.1,0.775,19.0442,mean
7978,TAX - 0.1,0.7761,18.944,mean
7979,TAX - 0.1,0.7754,19.0102,mean
7980,TAX - 0.1,0.7758,18.9731,mean
7981,TAX - 0.1,0.7749,19.0477,mean
7982,TAX - 0.1,0.7763,18.9266,mean
7983,TAX - 0.1,0.7768,18.8898,mean
7984,TAX - 0.1,0.7756,18.994,mean
7985,TAX - 0.1,0.7776,18.8209,mean
7986,TAX - 0.1,0.7766,18.9064,mean
7987,TAX - 0.1,0.7761,18.9517,mean
7988,TAX - 0.1,0.7763,18.9329,mean
7989,TAX - 0.1,0.7753,19.0182,mean
7990,TAX - 0.1,0.7772,18.8541,mean
7991,TAX - 0.1,0.775,19.0444,mean
7992,TAX - 0.1,0.7736,19.1588,mean
7993,TAX - 0.1,0.7742,19.1054,mean
7994,TAX - 0.1,0.7759,18.9681,mean
7995,TAX - 0.1,0.7763,18.9348,mean
7996,TAX - 0.1,0.7771,18.8599,mean
7997,TAX - 0.1,0.7763,18.9323,mean
7998,TAX - 0.1,0.776,18.9586,mean
7999,TAX - 0.1,0.7749,19.0451,mean
8000,TAX - 0.2,0.7759,18.9623,mean
8001,TAX - 0.2,0.7757,18.9774,mean
8002,TAX - 0.2,0.7749,19.0479,mean
8003,TAX - 0.2,0.7756,18.9939,mean
8004,TAX - 0.2,0.7753,19.0132,mean
8005,TAX - 0.2,0.775,19.04,mean
8006,TAX - 0.2,0.7746,19.0765,mean
8007,TAX - 0.2,0.775,19.0435,mean
8008,TAX - 0.2,0.776,18.9566,mean
8009,TAX - 0.2,0.7762,18.9368,mean
8010,TAX - 0.2,0.7732,19.1896,mean
8011,TAX - 0.2,0.7765,18.9175,mean
8012,TAX - 0.2,0.7752,19.0216,mean
8013,TAX - 0.2,0.7769,18.8804,mean
8014,TAX - 0.2,0.7773,18.8425,mean
8015,TAX - 0.2,0.7763,18.9322,mean
8016,TAX - 0.2,0.7754,19.0052,mean
8017,TAX - 0.2,0.7755,18.9985,mean
8018,TAX - 0.2,0.773,19.2094,mean
8019,TAX - 0.2,0.7768,18.8855,mean
8020,TAX - 0.2,0.7754,19.01,mean
8021,TAX - 0.2,0.7761,18.9479,mean
8022,TAX - 0.2,0.7762,18.9372,mean
8023,TAX - 0.2,0.7772,18.8565,mean
8024,TAX - 0.2,0.7769,18.8781,mean
8025,TAX - 0.2,0.7756,18.9898,mean
8026,TAX - 0.2,0.7764,18.925,mean
8027,TAX - 0.2,0.7746,19.0737,mean
8028,TAX - 0.2,0.7738,19.1439,mean
8029,TAX - 0.2,0.7753,19.0126,mean
8030,TAX - 0.2,0.7757,18.9776,mean
8031,TAX - 0.2,0.7764,18.9202,mean
8032,TAX - 0.2,0.7754,19.0034,mean
8033,TAX - 0.2,0.7742,19.1113,mean
8034,TAX - 0.2,0.7756,18.9858,mean
8035,TAX - 0.2,0.7775,18.8303,mean
8036,TAX - 0.2,0.7757,18.9806,mean
8037,TAX - 0.2,0.7757,18.9783,mean
8038,TAX - 0.2,0.776,18.9577,mean
8039,TAX - 0.2,0.7752,19.0259,mean
8040,TAX - 0.2,0.7751,19.0338,mean
8041,TAX - 0.2,0.7753,19.0165,mean
8042,TAX - 0.2,0.7757,18.9804,mean
8043,TAX - 0.2,0.7687,19.5715,mean
8044,TAX - 0.2,0.7757,18.9852,mean
8045,TAX - 0.2,0.7749,19.053,mean
8046,TAX - 0.2,0.7762,18.9366,mean
8047,TAX - 0.2,0.7758,18.9692,mean
8048,TAX - 0.2,0.7749,19.0499,mean
8049,TAX - 0.2,0.7751,19.0353,mean
8050,TAX - 0.2,0.7763,18.9338,mean
8051,TAX - 0.2,0.772,19.296,mean
8052,TAX - 0.2,0.7739,19.1367,mean
8053,TAX - 0.2,0.7766,18.9045,mean
8054,TAX - 0.2,0.7768,18.8921,mean
8055,TAX - 0.2,0.7755,18.9961,mean
8056,TAX - 0.2,0.775,19.0448,mean
8057,TAX - 0.2,0.7758,18.9766,mean
8058,TAX - 0.2,0.7756,18.9861,mean
8059,TAX - 0.2,0.7769,18.8838,mean
8060,TAX - 0.2,0.7761,18.9456,mean
8061,TAX - 0.2,0.7746,19.0726,mean
8062,TAX - 0.2,0.774,19.1225,mean
8063,TAX - 0.2,0.7755,19.0017,mean
8064,TAX - 0.2,0.7744,19.0929,mean
8065,TAX - 0.2,0.7763,18.9323,mean
8066,TAX - 0.2,0.7756,18.9865,mean
8067,TAX - 0.2,0.7754,19.0053,mean
8068,TAX - 0.2,0.7725,19.2556,mean
8069,TAX - 0.2,0.7766,18.9045,mean
8070,TAX - 0.2,0.7757,18.9787,mean
8071,TAX - 0.2,0.7767,18.9009,mean
8072,TAX - 0.2,0.7754,19.0081,mean
8073,TAX - 0.2,0.7764,18.9205,mean
8074,TAX - 0.2,0.7757,18.9819,mean
8075,TAX - 0.2,0.7755,19.0016,mean
8076,TAX - 0.2,0.776,18.9591,mean
8077,TAX - 0.2,0.7765,18.9114,mean
8078,TAX - 0.2,0.7761,18.9501,mean
8079,TAX - 0.2,0.7714,19.3488,mean
8080,TAX - 0.2,0.7766,18.9063,mean
8081,TAX - 0.2,0.7703,19.4362,mean
8082,TAX - 0.2,0.777,18.8672,mean
8083,TAX - 0.2,0.7757,18.9849,mean
8084,TAX - 0.2,0.7737,19.1483,mean
8085,TAX - 0.2,0.7754,19.0084,mean
8086,TAX - 0.2,0.7758,18.976,mean
8087,TAX - 0.2,0.7746,19.0741,mean
8088,TAX - 0.2,0.7758,18.9717,mean
8089,TAX - 0.2,0.7748,19.0614,mean
8090,TAX - 0.2,0.7758,18.9719,mean
8091,TAX - 0.2,0.7754,19.0041,mean
8092,TAX - 0.2,0.7737,19.1485,mean
8093,TAX - 0.2,0.7747,19.0625,mean
8094,TAX - 0.2,0.7759,18.9676,mean
8095,TAX - 0.2,0.7758,18.9757,mean
8096,TAX - 0.2,0.7755,18.9959,mean
8097,TAX - 0.2,0.7766,18.9023,mean
8098,TAX - 0.2,0.7757,18.9855,mean
8099,TAX - 0.2,0.7733,19.1827,mean
8100,TAX - 0.2,0.7762,18.9395,mean
8101,TAX - 0.2,0.7772,18.8503,mean
8102,TAX - 0.2,0.7753,19.0175,mean
8103,TAX - 0.2,0.7757,18.981,mean
8104,TAX - 0.2,0.7758,18.9758,mean
8105,TAX - 0.2,0.777,18.8748,mean
8106,TAX - 0.2,0.7763,18.931,mean
8107,TAX - 0.2,0.7754,19.0068,mean
8108,TAX - 0.2,0.7763,18.9333,mean
8109,TAX - 0.2,0.7768,18.8845,mean
8110,TAX - 0.2,0.7757,18.9851,mean
8111,TAX - 0.2,0.7767,18.9001,mean
8112,TAX - 0.2,0.7751,19.0339,mean
8113,TAX - 0.2,0.7747,19.0684,mean
8114,TAX - 0.2,0.7751,19.0362,mean
8115,TAX - 0.2,0.7769,18.8782,mean
8116,TAX - 0.2,0.7758,18.9748,mean
8117,TAX - 0.2,0.7762,18.9377,mean
8118,TAX - 0.2,0.7754,19.008,mean
8119,TAX - 0.2,0.7774,18.8401,mean
8120,TAX - 0.2,0.7753,19.0115,mean
8121,TAX - 0.2,0.7765,18.9123,mean
8122,TAX - 0.2,0.7757,18.9804,mean
8123,TAX - 0.2,0.7759,18.9663,mean
8124,TAX - 0.2,0.7752,19.0233,mean
8125,TAX - 0.2,0.7743,19.1024,mean
8126,TAX - 0.2,0.7747,19.0677,mean
8127,TAX - 0.2,0.7743,19.097,mean
8128,TAX - 0.2,0.7754,19.0091,mean
8129,TAX - 0.2,0.7759,18.9649,mean
8130,TAX - 0.2,0.7746,19.0753,mean
8131,TAX - 0.2,0.7754,19.0077,mean
8132,TAX - 0.2,0.776,18.9527,mean
