,model_type,r2,mse,impute
1535,CHAS - 0.1,0.7786,18.7345,mean
1536,CHAS - 0.1,0.7766,18.9016,mean
1537,CHAS - 0.1,0.7674,19.6828,mean
1538,CHAS - 0.1,0.7732,19.1935,mean
1539,CHAS - 0.1,0.7784,18.7509,mean
1540,CHAS - 0.1,0.7735,19.1634,mean
1541,CHAS - 0.1,0.7764,18.9235,mean
1542,CHAS - 0.1,0.7761,18.9469,mean
1543,CHAS - 0.1,0.7738,19.1383,mean
1544,CHAS - 0.1,0.7776,18.8221,mean
1545,CHAS - 0.1,0.7765,18.915,mean
1546,CHAS - 0.1,0.7732,19.197,mean
1547,CHAS - 0.1,0.776,18.9544,mean
1548,CHAS - 0.1,0.7773,18.8435,mean
1549,CHAS - 0.1,0.778,18.7869,mean
1550,CHAS - 0.1,0.7781,18.7764,mean
1551,CHAS - 0.1,0.7745,19.0828,mean
1552,CHAS - 0.1,0.7762,18.9398,mean
1553,CHAS - 0.1,0.7753,19.0149,mean
1554,CHAS - 0.1,0.7766,18.9016,mean
1555,CHAS - 0.1,0.7763,18.9286,mean
1556,CHAS - 0.1,0.7752,19.0266,mean
1557,CHAS - 0.1,0.7716,19.3242,mean
1558,CHAS - 0.1,0.7785,18.7435,mean
1559,CHAS - 0.1,0.778,18.7843,mean
1560,CHAS - 0.1,0.7789,18.7081,mean
1561,CHAS - 0.1,0.778,18.7889,mean
1562,CHAS - 0.1,0.7762,18.9367,mean
1563,CHAS - 0.1,0.7775,18.8251,mean
1564,CHAS - 0.1,0.775,19.0378,mean
1565,CHAS - 0.1,0.7767,18.8963,mean
1566,CHAS - 0.1,0.7784,18.7543,mean
1567,CHAS - 0.1,0.7767,18.8931,mean
1568,CHAS - 0.1,0.7764,18.9225,mean
1569,CHAS - 0.1,0.7766,18.9067,mean
1570,CHAS - 0.1,0.7756,18.9883,mean
1571,CHAS - 0.1,0.7763,18.9333,mean
1572,CHAS - 0.1,0.7768,18.887,mean
1573,CHAS - 0.1,0.7764,18.9242,mean
1574,CHAS - 0.1,0.7762,18.9426,mean
1575,CHAS - 0.1,0.7785,18.7474,mean
1576,CHAS - 0.1,0.7765,18.912,mean
1577,CHAS - 0.1,0.7773,18.8438,mean
1578,CHAS - 0.1,0.7765,18.9179,mean
1579,CHAS - 0.1,0.7785,18.7423,mean
1580,CHAS - 0.1,0.7761,18.9437,mean
1581,CHAS - 0.1,0.7761,18.9484,mean
1582,CHAS - 0.1,0.7786,18.7387,mean
1583,CHAS - 0.1,0.7777,18.8162,mean
1584,CHAS - 0.1,0.7765,18.9096,mean
1585,CHAS - 0.1,0.7764,18.9243,mean
1586,CHAS - 0.1,0.7777,18.8089,mean
1587,CHAS - 0.1,0.7753,19.014,mean
1588,CHAS - 0.1,0.7778,18.7999,mean
1589,CHAS - 0.1,0.7772,18.8506,mean
1590,CHAS - 0.1,0.7768,18.8876,mean
1591,CHAS - 0.1,0.7762,18.9368,mean
1592,CHAS - 0.1,0.777,18.8677,mean
1593,CHAS - 0.1,0.7784,18.7547,mean
1594,CHAS - 0.1,0.7771,18.8657,mean
1595,CHAS - 0.1,0.776,18.952,mean
1596,CHAS - 0.1,0.7768,18.8895,mean
1597,CHAS - 0.1,0.7765,18.9138,mean
1598,CHAS - 0.1,0.7769,18.8836,mean
1599,CHAS - 0.1,0.7748,19.0602,mean
1600,CHAS - 0.1,0.778,18.7867,mean
1601,CHAS - 0.1,0.7763,18.9348,mean
1602,CHAS - 0.1,0.779,18.7011,mean
1603,CHAS - 0.1,0.7771,18.8634,mean
1604,CHAS - 0.1,0.7755,18.995,mean
1605,CHAS - 0.1,0.7772,18.8516,mean
1606,CHAS - 0.1,0.7762,18.9378,mean
1607,CHAS - 0.1,0.776,18.9571,mean
1608,CHAS - 0.1,0.7756,18.9883,mean
1609,CHAS - 0.1,0.7755,18.9948,mean
1610,CHAS - 0.1,0.7759,18.9682,mean
1611,CHAS - 0.1,0.7754,19.0058,mean
1612,CHAS - 0.1,0.7775,18.8309,mean
1613,CHAS - 0.1,0.7763,18.9348,mean
1614,CHAS - 0.1,0.7759,18.9652,mean
1615,CHAS - 0.1,0.7769,18.8774,mean
1616,CHAS - 0.1,0.7773,18.8455,mean
1617,CHAS - 0.1,0.7756,18.991,mean
1618,CHAS - 0.1,0.7785,18.7415,mean
1619,CHAS - 0.1,0.7757,18.9838,mean
1620,CHAS - 0.1,0.7786,18.7319,mean
1621,CHAS - 0.1,0.7766,18.9061,mean
1622,CHAS - 0.1,0.7779,18.7971,mean
1623,CHAS - 0.1,0.7781,18.7754,mean
1624,CHAS - 0.1,0.7764,18.9238,mean
1625,CHAS - 0.1,0.7755,18.9995,mean
1626,CHAS - 0.1,0.7771,18.8664,mean
1627,CHAS - 0.1,0.7755,18.9944,mean
1628,CHAS - 0.1,0.7784,18.7563,mean
1629,CHAS - 0.1,0.7763,18.9338,mean
1630,CHAS - 0.1,0.7735,19.1665,mean
1631,CHAS - 0.1,0.7778,18.8005,mean
1632,CHAS - 0.1,0.7762,18.9384,mean
1633,CHAS - 0.1,0.7788,18.7177,mean
1634,CHAS - 0.1,0.7783,18.7647,mean
1635,CHAS - 0.1,0.7752,19.0243,mean
1636,CHAS - 0.1,0.7768,18.8859,mean
1637,CHAS - 0.1,0.7787,18.7305,mean
1638,CHAS - 0.1,0.7755,18.9959,mean
1639,CHAS - 0.1,0.7785,18.7413,mean
1640,CHAS - 0.1,0.7771,18.8599,mean
1641,CHAS - 0.1,0.7766,18.9086,mean
1642,CHAS - 0.1,0.7765,18.9111,mean
1643,CHAS - 0.1,0.7765,18.9126,mean
1644,CHAS - 0.1,0.7765,18.9143,mean
1645,CHAS - 0.1,0.7754,19.0109,mean
1646,CHAS - 0.1,0.7738,19.1446,mean
1647,CHAS - 0.1,0.7764,18.918,mean
1648,CHAS - 0.1,0.7753,19.0149,mean
1649,CHAS - 0.1,0.7759,18.9668,mean
1650,CHAS - 0.1,0.7788,18.7225,mean
1651,CHAS - 0.1,0.7766,18.9049,mean
1652,CHAS - 0.1,0.7748,19.0549,mean
1653,CHAS - 0.1,0.7759,18.9671,mean
1654,CHAS - 0.1,0.7757,18.9795,mean
1655,CHAS - 0.1,0.7783,18.7576,mean
1656,CHAS - 0.1,0.7787,18.7314,mean
1657,CHAS - 0.1,0.7761,18.9468,mean
1658,CHAS - 0.1,0.7756,18.9902,mean
1659,CHAS - 0.1,0.7738,19.1462,mean
1660,CHAS - 0.1,0.7769,18.8783,mean
1661,CHAS - 0.1,0.7783,18.7586,mean
1662,CHAS - 0.1,0.7765,18.9168,mean
1663,CHAS - 0.1,0.7761,18.9481,mean
1664,CHAS - 0.1,0.7783,18.7584,mean
1665,CHAS - 0.1,0.7766,18.9085,mean
1666,CHAS - 0.1,0.7769,18.8826,mean
1667,CHAS - 0.1,0.7774,18.8358,mean
1668,CHAS - 0.1,0.7782,18.7689,mean
1669,CHAS - 0.1,0.7777,18.8134,mean
1670,CHAS - 0.1,0.7765,18.9099,mean
1671,CHAS - 0.1,0.7761,18.9446,mean
1672,CHAS - 0.1,0.776,18.9534,mean
1673,CHAS - 0.1,0.7771,18.8607,mean
1674,CHAS - 0.1,0.7786,18.7356,mean
1675,CHAS - 0.1,0.777,18.8672,mean
1676,CHAS - 0.1,0.778,18.7898,mean
1677,CHAS - 0.1,0.776,18.9593,mean
1678,CHAS - 0.1,0.7768,18.8904,mean
1679,CHAS - 0.1,0.7759,18.9625,mean
1680,CHAS - 0.1,0.7778,18.8076,mean
1681,CHAS - 0.1,0.7788,18.716,mean
1682,CHAS - 0.1,0.776,18.955,mean
1683,CHAS - 0.1,0.7756,18.9891,mean
1684,CHAS - 0.1,0.7765,18.9173,mean
1685,CHAS - 0.1,0.7736,19.1624,mean
1686,CHAS - 0.1,0.7776,18.8178,mean
1687,CHAS - 0.1,0.779,18.7061,mean
1688,CHAS - 0.1,0.776,18.9518,mean
1689,CHAS - 0.1,0.7758,18.9714,mean
1690,CHAS - 0.1,0.7776,18.8202,mean
1691,CHAS - 0.1,0.7779,18.7967,mean
1692,CHAS - 0.1,0.7755,19.0018,mean
1693,CHAS - 0.1,0.7785,18.7461,mean
1694,CHAS - 0.1,0.7779,18.7932,mean
1695,CHAS - 0.1,0.7759,18.9686,mean
1696,CHAS - 0.1,0.7764,18.9234,mean
1697,CHAS - 0.1,0.7766,18.9023,mean
1698,CHAS - 0.1,0.7771,18.8602,mean
1699,CHAS - 0.1,0.7785,18.743,mean
1700,CHAS - 0.1,0.7786,18.7372,mean
1701,CHAS - 0.1,0.7765,18.9176,mean
1702,CHAS - 0.1,0.7786,18.7387,mean
1703,CHAS - 0.1,0.7785,18.7464,mean
1704,CHAS - 0.1,0.7778,18.8032,mean
1705,CHAS - 0.1,0.7768,18.8925,mean
1706,CHAS - 0.1,0.7762,18.9351,mean
1707,CHAS - 0.1,0.7752,19.0251,mean
1708,CHAS - 0.1,0.7782,18.773,mean
1709,CHAS - 0.1,0.7762,18.9428,mean
1710,CHAS - 0.1,0.7749,19.0495,mean
1711,CHAS - 0.1,0.7756,18.9888,mean
1712,CHAS - 0.1,0.7767,18.8939,mean
1713,CHAS - 0.1,0.771,19.3811,mean
1714,CHAS - 0.1,0.7761,18.9508,mean
1715,CHAS - 0.1,0.7747,19.0631,mean
1716,CHAS - 0.1,0.7771,18.8671,mean
1717,CHAS - 0.1,0.776,18.955,mean
1718,CHAS - 0.1,0.7784,18.7496,mean
1719,CHAS - 0.1,0.7768,18.8924,mean
1720,CHAS - 0.1,0.7788,18.7218,mean
1721,CHAS - 0.1,0.7729,19.2226,mean
1722,CHAS - 0.1,0.776,18.9588,mean
1723,CHAS - 0.1,0.7762,18.9404,mean
1724,CHAS - 0.1,0.7779,18.7954,mean
1725,CHAS - 0.1,0.7765,18.9177,mean
1726,CHAS - 0.1,0.776,18.9582,mean
1727,CHAS - 0.1,0.7787,18.7234,mean
1728,CHAS - 0.1,0.7783,18.7593,mean
1729,CHAS - 0.1,0.776,18.9599,mean
1730,CHAS - 0.1,0.7761,18.9488,mean
1731,CHAS - 0.1,0.7754,19.0097,mean
1732,CHAS - 0.1,0.7772,18.8544,mean
1733,CHAS - 0.1,0.778,18.7859,mean
1734,CHAS - 0.1,0.7779,18.7927,mean
1735,CHAS - 0.1,0.7758,18.9699,mean
1736,CHAS - 0.1,0.7765,18.9163,mean
1737,CHAS - 0.1,0.7762,18.9372,mean
1738,CHAS - 0.1,0.777,18.8733,mean
1739,CHAS - 0.1,0.7764,18.9219,mean
1740,CHAS - 0.1,0.7774,18.837,mean
1741,CHAS - 0.1,0.7766,18.9084,mean
1742,CHAS - 0.1,0.7769,18.8799,mean
1743,CHAS - 0.1,0.7764,18.9216,mean
1744,CHAS - 0.1,0.7762,18.936,mean
1745,CHAS - 0.1,0.7785,18.7431,mean
1746,CHAS - 0.1,0.7758,18.9765,mean
1747,CHAS - 0.1,0.7759,18.9636,mean
1748,CHAS - 0.1,0.7768,18.8922,mean
1749,CHAS - 0.1,0.7772,18.8573,mean
1750,CHAS - 0.1,0.777,18.8697,mean
1751,CHAS - 0.1,0.7767,18.9009,mean
1752,CHAS - 0.1,0.7789,18.7084,mean
1753,CHAS - 0.1,0.7784,18.7543,mean
1754,CHAS - 0.1,0.7755,19.0022,mean
1755,CHAS - 0.1,0.7765,18.9107,mean
1756,CHAS - 0.1,0.7765,18.9174,mean
1757,CHAS - 0.1,0.7785,18.7471,mean
1758,CHAS - 0.1,0.7777,18.8163,mean
1759,CHAS - 0.1,0.7776,18.8208,mean
1760,CHAS - 0.1,0.7762,18.9424,mean
1761,CHAS - 0.1,0.7756,18.987,mean
1762,CHAS - 0.1,0.7762,18.9396,mean
1763,CHAS - 0.1,0.778,18.7864,mean
1764,CHAS - 0.1,0.7788,18.7159,mean
1765,CHAS - 0.1,0.7766,18.9089,mean
1766,CHAS - 0.1,0.7779,18.7924,mean
1767,CHAS - 0.1,0.7768,18.8886,mean
1768,CHAS - 0.1,0.7765,18.9171,mean
1769,CHAS - 0.1,0.774,19.1284,mean
1770,CHAS - 0.1,0.7778,18.8073,mean
1771,CHAS - 0.1,0.7748,19.0573,mean
1772,CHAS - 0.1,0.7783,18.7655,mean
1773,CHAS - 0.1,0.7767,18.9002,mean
1774,CHAS - 0.1,0.7777,18.8086,mean
1775,CHAS - 0.1,0.7752,19.0225,mean
1776,CHAS - 0.1,0.7757,18.9849,mean
1777,CHAS - 0.1,0.7747,19.0623,mean
1778,CHAS - 0.1,0.7757,18.9841,mean
1779,CHAS - 0.1,0.776,18.9519,mean
1780,CHAS - 0.1,0.7761,18.9439,mean
1781,CHAS - 0.1,0.7771,18.8612,mean
1782,CHAS - 0.1,0.7761,18.9468,mean
1783,CHAS - 0.1,0.7784,18.7509,mean
1784,CHAS - 0.1,0.7772,18.8504,mean
1785,CHAS - 0.1,0.7776,18.8214,mean
1786,CHAS - 0.1,0.7759,18.9663,mean
1787,CHAS - 0.1,0.7756,18.9861,mean
1788,CHAS - 0.1,0.7752,19.0246,mean
1789,CHAS - 0.1,0.7787,18.7276,mean
1790,CHAS - 0.1,0.7768,18.8871,mean
1791,CHAS - 0.1,0.7768,18.8918,mean
1792,CHAS - 0.1,0.7762,18.9393,mean
1793,CHAS - 0.1,0.7791,18.6937,mean
1794,CHAS - 0.1,0.7784,18.7546,mean
1795,CHAS - 0.1,0.776,18.9541,mean
1796,CHAS - 0.1,0.7766,18.9012,mean
1797,CHAS - 0.1,0.7759,18.9616,mean
1798,CHAS - 0.1,0.7752,19.0255,mean
1799,CHAS - 0.1,0.7762,18.9386,mean
1800,CHAS - 0.1,0.7767,18.8948,mean
1801,CHAS - 0.1,0.7739,19.1348,mean
1802,CHAS - 0.1,0.7764,18.9209,mean
1803,CHAS - 0.1,0.7753,19.0163,mean
1804,CHAS - 0.1,0.7777,18.8121,mean
1805,CHAS - 0.1,0.7764,18.9217,mean
1806,CHAS - 0.1,0.776,18.9551,mean
1807,CHAS - 0.1,0.7784,18.7535,mean
1808,CHAS - 0.1,0.7763,18.9332,mean
1809,CHAS - 0.1,0.7772,18.8539,mean
1810,CHAS - 0.1,0.7789,18.7097,mean
1811,CHAS - 0.1,0.7776,18.8236,mean
1812,CHAS - 0.1,0.775,19.0428,mean
1813,CHAS - 0.1,0.777,18.8749,mean
1814,CHAS - 0.1,0.7769,18.8799,mean
1815,CHAS - 0.1,0.774,19.1242,mean
1816,CHAS - 0.1,0.777,18.8697,mean
1817,CHAS - 0.1,0.7767,18.896,mean
1818,CHAS - 0.1,0.7776,18.8241,mean
1819,CHAS - 0.1,0.7765,18.9177,mean
1820,CHAS - 0.1,0.7769,18.8795,mean
1821,CHAS - 0.1,0.7762,18.9362,mean
1822,CHAS - 0.1,0.7761,18.9508,mean
1823,CHAS - 0.1,0.776,18.9521,mean
1824,CHAS - 0.1,0.7783,18.7615,mean
1825,CHAS - 0.1,0.7763,18.9336,mean
1826,CHAS - 0.1,0.7767,18.8962,mean
1827,CHAS - 0.1,0.7757,18.9788,mean
1828,CHAS - 0.1,0.7763,18.9346,mean
1829,CHAS - 0.1,0.7757,18.9775,mean
1830,CHAS - 0.1,0.7758,18.9771,mean
1831,CHAS - 0.1,0.777,18.8719,mean
1832,CHAS - 0.1,0.7764,18.9197,mean
1833,CHAS - 0.1,0.7765,18.9174,mean
1834,CHAS - 0.1,0.7769,18.883,mean
1835,CHAS - 0.1,0.7766,18.9023,mean
1836,CHAS - 0.1,0.7763,18.9296,mean
1837,CHAS - 0.1,0.7774,18.8381,mean
1838,CHAS - 0.1,0.7779,18.7992,mean
1839,CHAS - 0.1,0.7758,18.9742,mean
1840,CHAS - 0.1,0.7762,18.9426,mean
1841,CHAS - 0.1,0.7784,18.7533,mean
1842,CHAS - 0.1,0.7753,19.0142,mean
1843,CHAS - 0.1,0.7765,18.9162,mean
1844,CHAS - 0.1,0.7784,18.7518,mean
1845,CHAS - 0.1,0.7782,18.7691,mean
1846,CHAS - 0.1,0.7749,19.0483,mean
1847,CHAS - 0.1,0.7766,18.9023,mean
1848,CHAS - 0.1,0.776,18.9544,mean
1849,CHAS - 0.1,0.7773,18.8459,mean
1850,CHAS - 0.1,0.7768,18.89,mean
1851,CHAS - 0.1,0.7709,19.3839,mean
1852,CHAS - 0.1,0.7789,18.7126,mean
1853,CHAS - 0.1,0.7753,19.0142,mean
1854,CHAS - 0.1,0.7766,18.9086,mean
1855,CHAS - 0.1,0.7768,18.8905,mean
1856,CHAS - 0.1,0.7786,18.733,mean
1857,CHAS - 0.1,0.7785,18.7404,mean
1858,CHAS - 0.1,0.7768,18.8925,mean
1859,CHAS - 0.1,0.774,19.1273,mean
1860,CHAS - 0.1,0.7787,18.7236,mean
1861,CHAS - 0.1,0.7776,18.8205,mean
1862,CHAS - 0.1,0.7758,18.9756,mean
1863,CHAS - 0.1,0.7783,18.7642,mean
1864,CHAS - 0.1,0.7753,19.0136,mean
1865,CHAS - 0.1,0.7766,18.9021,mean
1866,CHAS - 0.1,0.7762,18.9401,mean
1867,CHAS - 0.1,0.7759,18.9638,mean
1868,CHAS - 0.1,0.7782,18.7685,mean
1869,CHAS - 0.1,0.7758,18.9749,mean
1870,CHAS - 0.1,0.7781,18.7806,mean
1871,CHAS - 0.1,0.7786,18.7357,mean
1872,CHAS - 0.1,0.7775,18.8332,mean
1873,CHAS - 0.1,0.7781,18.7803,mean
1874,CHAS - 0.1,0.7751,19.0309,mean
1875,CHAS - 0.1,0.7761,18.9452,mean
1876,CHAS - 0.1,0.7762,18.9376,mean
1877,CHAS - 0.1,0.7768,18.8857,mean
1878,CHAS - 0.1,0.7765,18.9171,mean
1879,CHAS - 0.1,0.7765,18.9167,mean
1880,CHAS - 0.1,0.7765,18.9133,mean
1881,CHAS - 0.1,0.7782,18.7677,mean
1882,CHAS - 0.1,0.7779,18.7974,mean
1883,CHAS - 0.1,0.7786,18.7391,mean
1884,CHAS - 0.1,0.7769,18.8775,mean
1885,CHAS - 0.1,0.7784,18.7507,mean
1886,CHAS - 0.1,0.7772,18.8542,mean
1887,CHAS - 0.1,0.7776,18.8178,mean
1888,CHAS - 0.1,0.7755,18.9969,mean
1889,CHAS - 0.1,0.7785,18.7441,mean
1890,CHAS - 0.1,0.7779,18.7956,mean
1891,CHAS - 0.1,0.779,18.7053,mean
1892,CHAS - 0.1,0.7764,18.9194,mean
1893,CHAS - 0.1,0.7783,18.7605,mean
1894,CHAS - 0.1,0.7767,18.8944,mean
1895,CHAS - 0.1,0.776,18.9577,mean
1896,CHAS - 0.1,0.7748,19.0541,mean
1897,CHAS - 0.1,0.7765,18.9119,mean
1898,CHAS - 0.1,0.7757,18.9847,mean
1899,CHAS - 0.1,0.77,19.4604,mean
1900,CHAS - 0.1,0.775,19.0393,mean
1901,CHAS - 0.1,0.7731,19.1988,mean
1902,CHAS - 0.1,0.7766,18.9023,mean
1903,CHAS - 0.1,0.7749,19.0489,mean
1904,CHAS - 0.1,0.7759,18.9612,mean
1905,CHAS - 0.1,0.7733,19.1877,mean
1906,CHAS - 0.1,0.7788,18.7159,mean
1907,CHAS - 0.1,0.7762,18.937,mean
1908,CHAS - 0.1,0.776,18.9549,mean
1909,CHAS - 0.1,0.7763,18.9304,mean
1910,CHAS - 0.1,0.777,18.869,mean
1911,CHAS - 0.1,0.7761,18.9443,mean
1912,CHAS - 0.1,0.7765,18.9177,mean
1913,CHAS - 0.1,0.7789,18.7098,mean
1914,CHAS - 0.1,0.7768,18.8883,mean
1915,CHAS - 0.1,0.7767,18.8968,mean
1916,CHAS - 0.1,0.7771,18.8599,mean
1917,CHAS - 0.1,0.7787,18.7257,mean
1918,CHAS - 0.1,0.7788,18.7164,mean
1919,CHAS - 0.1,0.7782,18.7725,mean
1920,CHAS - 0.1,0.7786,18.7386,mean
1921,CHAS - 0.1,0.7762,18.9387,mean
1922,CHAS - 0.1,0.7747,19.0619,mean
1923,CHAS - 0.1,0.7755,18.9999,mean
1924,CHAS - 0.1,0.7774,18.8374,mean
1925,CHAS - 0.1,0.7757,18.9772,mean
1926,CHAS - 0.1,0.7764,18.92,mean
1927,CHAS - 0.1,0.7788,18.7182,mean
1928,CHAS - 0.1,0.7767,18.8932,mean
1929,CHAS - 0.1,0.7788,18.7213,mean
1930,CHAS - 0.1,0.7762,18.9396,mean
1931,CHAS - 0.1,0.7769,18.877,mean
1932,CHAS - 0.1,0.7764,18.9231,mean
1933,CHAS - 0.1,0.7782,18.7679,mean
1934,CHAS - 0.1,0.7775,18.8297,mean
1935,CHAS - 0.1,0.776,18.9595,mean
1936,CHAS - 0.1,0.7761,18.9472,mean
1937,CHAS - 0.1,0.7734,19.1719,mean
1938,CHAS - 0.1,0.7769,18.8774,mean
1939,CHAS - 0.1,0.7764,18.9238,mean
1940,CHAS - 0.1,0.7756,18.9872,mean
1941,CHAS - 0.1,0.7784,18.7513,mean
1942,CHAS - 0.1,0.7761,18.9468,mean
1943,CHAS - 0.1,0.7766,18.9064,mean
1944,CHAS - 0.1,0.7765,18.9105,mean
1945,CHAS - 0.1,0.7781,18.7755,mean
1946,CHAS - 0.1,0.7706,19.4097,mean
1947,CHAS - 0.1,0.777,18.8695,mean
1948,CHAS - 0.1,0.7768,18.8915,mean
1949,CHAS - 0.1,0.7771,18.8606,mean
1950,CHAS - 0.1,0.7748,19.0548,mean
1951,CHAS - 0.1,0.7776,18.8197,mean
1952,CHAS - 0.1,0.7765,18.9149,mean
1953,CHAS - 0.1,0.7744,19.0889,mean
1954,CHAS - 0.1,0.7762,18.9362,mean
1955,CHAS - 0.1,0.7765,18.9121,mean
1956,CHAS - 0.1,0.7753,19.0119,mean
1957,CHAS - 0.1,0.7782,18.7703,mean
1958,CHAS - 0.1,0.7762,18.9405,mean
1959,CHAS - 0.1,0.7739,19.1377,mean
1960,CHAS - 0.1,0.7751,19.0363,mean
1961,CHAS - 0.1,0.7766,18.9047,mean
1962,CHAS - 0.1,0.7764,18.9198,mean
1963,CHAS - 0.1,0.7757,18.9778,mean
1964,CHAS - 0.1,0.776,18.9584,mean
1965,CHAS - 0.1,0.7779,18.7937,mean
1966,CHAS - 0.1,0.779,18.7033,mean
1967,CHAS - 0.1,0.7758,18.9725,mean
1968,CHAS - 0.1,0.7744,19.0917,mean
1969,CHAS - 0.1,0.7776,18.8218,mean
1970,CHAS - 0.1,0.7787,18.7293,mean
1971,CHAS - 0.1,0.773,19.2085,mean
1972,CHAS - 0.1,0.7761,18.9486,mean
1973,CHAS - 0.1,0.7754,19.0058,mean
1974,CHAS - 0.1,0.7761,18.9454,mean
1975,CHAS - 0.1,0.7766,18.9073,mean
1976,CHAS - 0.1,0.7778,18.8064,mean
1977,CHAS - 0.1,0.7764,18.919,mean
1978,CHAS - 0.1,0.7765,18.9155,mean
1979,CHAS - 0.1,0.7763,18.9314,mean
1980,CHAS - 0.1,0.7784,18.7528,mean
1981,CHAS - 0.1,0.7763,18.9305,mean
1982,CHAS - 0.1,0.7768,18.8855,mean
1983,CHAS - 0.1,0.7742,19.1105,mean
1984,CHAS - 0.1,0.7778,18.8006,mean
1985,CHAS - 0.1,0.7765,18.91,mean
1986,CHAS - 0.1,0.7764,18.9257,mean
1987,CHAS - 0.1,0.7769,18.8803,mean
1988,CHAS - 0.1,0.7746,19.077,mean
1989,CHAS - 0.1,0.7767,18.8982,mean
1990,CHAS - 0.1,0.7769,18.8833,mean
1991,CHAS - 0.1,0.7752,19.024,mean
1992,CHAS - 0.1,0.7763,18.934,mean
1993,CHAS - 0.1,0.778,18.7873,mean
1994,CHAS - 0.1,0.778,18.7827,mean
1995,CHAS - 0.1,0.7765,18.916,mean
1996,CHAS - 0.1,0.7763,18.9278,mean
1997,CHAS - 0.1,0.7764,18.9233,mean
1998,CHAS - 0.1,0.7777,18.8155,mean
1999,CHAS - 0.1,0.7758,18.9725,mean
2000,CHAS - 0.2,0.7767,18.9002,mean
2001,CHAS - 0.2,0.778,18.784,mean
2002,CHAS - 0.2,0.7783,18.76,mean
2003,CHAS - 0.2,0.7766,18.9029,mean
2004,CHAS - 0.2,0.7761,18.9461,mean
2005,CHAS - 0.2,0.7764,18.918,mean
2006,CHAS - 0.2,0.7733,19.1825,mean
2007,CHAS - 0.2,0.7765,18.9118,mean
2008,CHAS - 0.2,0.7767,18.8959,mean
2009,CHAS - 0.2,0.7786,18.7357,mean
2010,CHAS - 0.2,0.776,18.9538,mean
2011,CHAS - 0.2,0.7734,19.177,mean
2012,CHAS - 0.2,0.7773,18.8473,mean
2013,CHAS - 0.2,0.776,18.9588,mean
2014,CHAS - 0.2,0.7752,19.0272,mean
2015,CHAS - 0.2,0.7774,18.84,mean
2016,CHAS - 0.2,0.7755,18.9985,mean
2017,CHAS - 0.2,0.7785,18.7447,mean
2018,CHAS - 0.2,0.775,19.0371,mean
2019,CHAS - 0.2,0.7788,18.715,mean
2020,CHAS - 0.2,0.7763,18.9299,mean
2021,CHAS - 0.2,0.777,18.8741,mean
2022,CHAS - 0.2,0.7765,18.9123,mean
2023,CHAS - 0.2,0.7765,18.9127,mean
2024,CHAS - 0.2,0.7768,18.887,mean
2025,CHAS - 0.2,0.7765,18.915,mean
2026,CHAS - 0.2,0.7765,18.9167,mean
2027,CHAS - 0.2,0.776,18.9575,mean
2028,CHAS - 0.2,0.7787,18.7255,mean
2029,CHAS - 0.2,0.778,18.786,mean
2030,CHAS - 0.2,0.7766,18.9019,mean
2031,CHAS - 0.2,0.7747,19.0632,mean
2032,CHAS - 0.2,0.7766,18.9073,mean
2033,CHAS - 0.2,0.7769,18.8798,mean
2034,CHAS - 0.2,0.7786,18.738,mean
2035,CHAS - 0.2,0.7758,18.9734,mean
2036,CHAS - 0.2,0.7767,18.9007,mean
2037,CHAS - 0.2,0.7764,18.919,mean
2038,CHAS - 0.2,0.7776,18.8178,mean
2039,CHAS - 0.2,0.7778,18.805,mean
2040,CHAS - 0.2,0.7782,18.7663,mean
2041,CHAS - 0.2,0.7767,18.8988,mean
2042,CHAS - 0.2,0.7758,18.9693,mean
2043,CHAS - 0.2,0.7764,18.9251,mean
2044,CHAS - 0.2,0.7695,19.5032,mean
2045,CHAS - 0.2,0.7757,18.9852,mean
2046,CHAS - 0.2,0.7785,18.742,mean
2047,CHAS - 0.2,0.7761,18.9481,mean
2048,CHAS - 0.2,0.7763,18.9339,mean
2049,CHAS - 0.2,0.7728,19.2252,mean
2050,CHAS - 0.2,0.7768,18.8914,mean
2051,CHAS - 0.2,0.7762,18.9427,mean
2052,CHAS - 0.2,0.7757,18.9797,mean
2053,CHAS - 0.2,0.7747,19.0635,mean
2054,CHAS - 0.2,0.7763,18.9272,mean
2055,CHAS - 0.2,0.7741,19.1186,mean
2056,CHAS - 0.2,0.7749,19.0528,mean
2057,CHAS - 0.2,0.779,18.7026,mean
2058,CHAS - 0.2,0.7752,19.0276,mean
2059,CHAS - 0.2,0.7782,18.7677,mean
2060,CHAS - 0.2,0.7788,18.7222,mean
2061,CHAS - 0.2,0.7767,18.8928,mean
2062,CHAS - 0.2,0.7753,19.0124,mean
2063,CHAS - 0.2,0.7729,19.2203,mean
2064,CHAS - 0.2,0.7765,18.9125,mean
2065,CHAS - 0.2,0.7786,18.7346,mean
2066,CHAS - 0.2,0.776,18.953,mean
2067,CHAS - 0.2,0.7763,18.9297,mean
2068,CHAS - 0.2,0.7731,19.2056,mean
2069,CHAS - 0.2,0.7763,18.9291,mean
2070,CHAS - 0.2,0.7773,18.8433,mean
2071,CHAS - 0.2,0.7757,18.9776,mean
2072,CHAS - 0.2,0.7781,18.7752,mean
2073,CHAS - 0.2,0.7759,18.9686,mean
2074,CHAS - 0.2,0.7785,18.7408,mean
2075,CHAS - 0.2,0.777,18.8682,mean
2076,CHAS - 0.2,0.7754,19.0084,mean
